Metadata_Batch,Metadata_Plate,Metadata_Well,Metadata_Row,Metadata_FieldID,Metadata_plating_density,Metadata_line_ID,Metadata_line_condition,Metadata_line_source,FileName_OrigDNA,FileName_OrigER,FileName_OrigRNA,FileName_OrigAGP,FileName_OrigMito
NCP_STEM_1,BR_NCP_STEM_1,O08,15,3,10000,31,deletion,human,r15c08f03p01-ch5sk1fk1fl1.tiff,r15c08f03p01-ch4sk1fk1fl1.tiff,r15c08f03p01-ch3sk1fk1fl1.tiff,r15c08f03p01-ch2sk1fk1fl1.tiff,r15c08f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,O08,15,5,10000,31,deletion,human,r15c08f05p01-ch5sk1fk1fl1.tiff,r15c08f05p01-ch4sk1fk1fl1.tiff,r15c08f05p01-ch3sk1fk1fl1.tiff,r15c08f05p01-ch2sk1fk1fl1.tiff,r15c08f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,O17,15,3,10000,33,deletion,human,r15c17f03p01-ch5sk1fk1fl1.tiff,r15c17f03p01-ch4sk1fk1fl1.tiff,r15c17f03p01-ch3sk1fk1fl1.tiff,r15c17f03p01-ch2sk1fk1fl1.tiff,r15c17f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,O17,15,5,10000,33,deletion,human,r15c17f05p01-ch5sk1fk1fl1.tiff,r15c17f05p01-ch4sk1fk1fl1.tiff,r15c17f05p01-ch3sk1fk1fl1.tiff,r15c17f05p01-ch2sk1fk1fl1.tiff,r15c17f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,O19,15,3,10000,13,control,human,r15c19f03p01-ch5sk1fk1fl1.tiff,r15c19f03p01-ch4sk1fk1fl1.tiff,r15c19f03p01-ch3sk1fk1fl1.tiff,r15c19f03p01-ch2sk1fk1fl1.tiff,r15c19f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,O19,15,5,10000,13,control,human,r15c19f05p01-ch5sk1fk1fl1.tiff,r15c19f05p01-ch4sk1fk1fl1.tiff,r15c19f05p01-ch3sk1fk1fl1.tiff,r15c19f05p01-ch2sk1fk1fl1.tiff,r15c19f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,O24,15,3,10000,22,control,human,r15c24f03p01-ch5sk1fk1fl1.tiff,r15c24f03p01-ch4sk1fk1fl1.tiff,r15c24f03p01-ch3sk1fk1fl1.tiff,r15c24f03p01-ch2sk1fk1fl1.tiff,r15c24f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,O24,15,5,10000,22,control,human,r15c24f05p01-ch5sk1fk1fl1.tiff,r15c24f05p01-ch4sk1fk1fl1.tiff,r15c24f05p01-ch3sk1fk1fl1.tiff,r15c24f05p01-ch2sk1fk1fl1.tiff,r15c24f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,P13,16,3,10000,3,control,human,r16c13f03p01-ch5sk1fk1fl1.tiff,r16c13f03p01-ch4sk1fk1fl1.tiff,r16c13f03p01-ch3sk1fk1fl1.tiff,r16c13f03p01-ch2sk1fk1fl1.tiff,r16c13f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,P13,16,5,10000,3,control,human,r16c13f05p01-ch5sk1fk1fl1.tiff,r16c13f05p01-ch4sk1fk1fl1.tiff,r16c13f05p01-ch3sk1fk1fl1.tiff,r16c13f05p01-ch2sk1fk1fl1.tiff,r16c13f05p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,P22,16,3,10000,35,deletion,human,r16c22f03p01-ch5sk1fk1fl1.tiff,r16c22f03p01-ch4sk1fk1fl1.tiff,r16c22f03p01-ch3sk1fk1fl1.tiff,r16c22f03p01-ch2sk1fk1fl1.tiff,r16c22f03p01-ch1sk1fk1fl1.tiff
NCP_STEM_1,BR_NCP_STEM_1,P22,16,5,10000,35,deletion,human,r16c22f05p01-ch5sk1fk1fl1.tiff,r16c22f05p01-ch4sk1fk1fl1.tiff,r16c22f05p01-ch3sk1fk1fl1.tiff,r16c22f05p01-ch2sk1fk1fl1.tiff,r16c22f05p01-ch1sk1fk1fl1.tiff
